fil,X,Y,Z,minus end point,min_end,ydir,zdir,length,relative_angle,relative_angle_90,dot_product
2.0,518,1624,108,last,-1,80.02480919764146,3.6727345613349605,124.88794977899188,15.475609413305767,74.52439058669422,0.9637441282116033
6.0,700,1434,148,last,-1,70.90362520004197,-14.693590541011432,201.06466621462857,13.962593804684873,76.03740619531513,0.9704534609169941
7.0,602,1421,127,first,1,82.71104767638988,-27.474748237865185,173.40126873814967,142.31464993307853,-52.31464993307853,-0.7913798681861836
8.0,623,1725,136,last,-1,-50.89206811382258,5.121590835997822,145.6262339003519,116.15521058709186,-26.155210587091865,-0.4408043107051669
38.0,859,1789,129,first,1,-73.28267702492707,-39.941009677444264,95.01578816175763,35.53161197448848,54.46838802551152,0.8137950014545311
