fil,X,Y,Z,ydir,zdir,length,relative_angle,relative_angle_90,dot_product
2,984,721,127,66.86490052325081,-15.405979273080227,146.80599442802054,24.476895785130168,-65.52310421486983,-0.9101284197086157
2,973,744,133,66.86490052325081,-15.405979273080227,146.80599442802054,24.476895785130168,-65.52310421486983,-0.9101284197086157
2,964,766,140,66.86490052325081,-15.405979273080227,146.80599442802054,24.476895785130168,-65.52310421486983,-0.9101284197086157
2,956,784,145,66.86490052325081,-15.405979273080227,146.80599442802054,24.476895785130168,-65.52310421486983,-0.9101284197086157
2,949,799,150,66.86490052325081,-15.405979273080227,146.80599442802054,24.476895785130168,-65.52310421486983,-0.9101284197086157
2,940,821,156,66.86490052325081,-15.405979273080227,146.80599442802054,24.476895785130168,-65.52310421486983,-0.9101284197086157
2,935,833,159,66.86490052325081,-15.405979273080227,146.80599442802054,24.476895785130168,-65.52310421486983,-0.9101284197086157
2,930,844,163,66.86490052325081,-15.405979273080227,146.80599442802054,24.476895785130168,-65.52310421486983,-0.9101284197086157
2,927,856,166,66.86490052325081,-15.405979273080227,146.80599442802054,24.476895785130168,-65.52310421486983,-0.9101284197086157
5,799,579,143,82.58355920957383,3.41100166914188,252.1091033659832,11.489055681226292,-78.51094431877371,-0.9799627688893584
5,804,613,141,82.58355920957383,3.41100166914188,252.1091033659832,11.489055681226292,-78.51094431877371,-0.9799627688893584
5,803,632,140,82.58355920957383,3.41100166914188,252.1091033659832,11.489055681226292,-78.51094431877371,-0.9799627688893584
5,808,659,139,82.58355920957383,3.41100166914188,252.1091033659832,11.489055681226292,-78.51094431877371,-0.9799627688893584
5,812,680,134,82.58355920957383,3.41100166914188,252.1091033659832,11.489055681226292,-78.51094431877371,-0.9799627688893584
5,818,724,132,82.58355920957383,3.41100166914188,252.1091033659832,11.489055681226292,-78.51094431877371,-0.9799627688893584
5,818,742,131,82.58355920957383,3.41100166914188,252.1091033659832,11.489055681226292,-78.51094431877371,-0.9799627688893584
5,823,767,130,82.58355920957383,3.41100166914188,252.1091033659832,11.489055681226292,-78.51094431877371,-0.9799627688893584
5,825,785,129,82.58355920957383,3.41100166914188,252.1091033659832,11.489055681226292,-78.51094431877371,-0.9799627688893584
5,832,829,128,82.58355920957383,3.41100166914188,252.1091033659832,11.489055681226292,-78.51094431877371,-0.9799627688893584
6,1176,653,127,61.736445685907285,-1.1298845278512732,152.1380951635717,31.865434159870645,-58.134565840129355,-0.8492903334731813
6,1191,685,128,61.736445685907285,-1.1298845278512732,152.1380951635717,31.865434159870645,-58.134565840129355,-0.8492903334731813
6,1203,710,129,61.736445685907285,-1.1298845278512732,152.1380951635717,31.865434159870645,-58.134565840129355,-0.8492903334731813
6,1217,736,130,61.736445685907285,-1.1298845278512732,152.1380951635717,31.865434159870645,-58.134565840129355,-0.8492903334731813
6,1226,752,131,61.736445685907285,-1.1298845278512732,152.1380951635717,31.865434159870645,-58.134565840129355,-0.8492903334731813
6,1248,787,130,61.736445685907285,-1.1298845278512732,152.1380951635717,31.865434159870645,-58.134565840129355,-0.8492903334731813
7,1278,886,113,-59.35837360619395,-11.105758538230086,155.746589047722,144.5278545989577,54.52785459895771,0.814397733472626
7,1266,872,117,-59.35837360619395,-11.105758538230086,155.746589047722,144.5278545989577,54.52785459895771,0.814397733472626
7,1254,857,121,-59.35837360619395,-11.105758538230086,155.746589047722,144.5278545989577,54.52785459895771,0.814397733472626
7,1242,834,126,-59.35837360619395,-11.105758538230086,155.746589047722,144.5278545989577,54.52785459895771,0.814397733472626
7,1229,812,131,-59.35837360619395,-11.105758538230086,155.746589047722,144.5278545989577,54.52785459895771,0.814397733472626
7,1218,790,136,-59.35837360619395,-11.105758538230086,155.746589047722,144.5278545989577,54.52785459895771,0.814397733472626
7,1205,765,141,-59.35837360619395,-11.105758538230086,155.746589047722,144.5278545989577,54.52785459895771,0.814397733472626
7,1199,752,143,-59.35837360619395,-11.105758538230086,155.746589047722,144.5278545989577,54.52785459895771,0.814397733472626
9,1307,868,117,-37.66011614385531,-20.274840027586823,328.98176241244744,122.16607285819352,32.16607285819351,0.5323751175778639
9,1291,856,123,-37.66011614385531,-20.274840027586823,328.98176241244744,122.16607285819352,32.16607285819351,0.5323751175778639
9,1272,843,131,-37.66011614385531,-20.274840027586823,328.98176241244744,122.16607285819352,32.16607285819351,0.5323751175778639
9,1253,827,139,-37.66011614385531,-20.274840027586823,328.98176241244744,122.16607285819352,32.16607285819351,0.5323751175778639
9,1214,797,155,-37.66011614385531,-20.274840027586823,328.98176241244744,122.16607285819352,32.16607285819351,0.5323751175778639
9,1190,780,164,-37.66011614385531,-20.274840027586823,328.98176241244744,122.16607285819352,32.16607285819351,0.5323751175778639
9,1155,755,178,-37.66011614385531,-20.274840027586823,328.98176241244744,122.16607285819352,32.16607285819351,0.5323751175778639
9,1120,728,193,-37.66011614385531,-20.274840027586823,328.98176241244744,122.16607285819352,32.16607285819351,0.5323751175778639
9,1093,709,207,-37.66011614385531,-20.274840027586823,328.98176241244744,122.16607285819352,32.16607285819351,0.5323751175778639
9,1075,692,215,-37.66011614385531,-20.274840027586823,328.98176241244744,122.16607285819352,32.16607285819351,0.5323751175778639
9,1047,667,231,-37.66011614385531,-20.274840027586823,328.98176241244744,122.16607285819352,32.16607285819351,0.5323751175778639
13,659,935,170,-61.693194479940814,-1.058334507787759,324.8445782216474,155.27300950464573,65.27300950464574,0.9083112308300606
13,682,892,174,-61.693194479940814,-1.058334507787759,324.8445782216474,155.27300950464573,65.27300950464574,0.9083112308300606
13,699,859,176,-61.693194479940814,-1.058334507787759,324.8445782216474,155.27300950464573,65.27300950464574,0.9083112308300606
13,713,834,178,-61.693194479940814,-1.058334507787759,324.8445782216474,155.27300950464573,65.27300950464574,0.9083112308300606
13,739,784,176,-61.693194479940814,-1.058334507787759,324.8445782216474,155.27300950464573,65.27300950464574,0.9083112308300606
13,765,736,180,-61.693194479940814,-1.058334507787759,324.8445782216474,155.27300950464573,65.27300950464574,0.9083112308300606
13,785,705,172,-61.693194479940814,-1.058334507787759,324.8445782216474,155.27300950464573,65.27300950464574,0.9083112308300606
13,813,649,176,-61.693194479940814,-1.058334507787759,324.8445782216474,155.27300950464573,65.27300950464574,0.9083112308300606
14,655,1036,142,-59.795738657649615,-0.18476582327295554,310.09998387616855,153.37624191723506,63.37624191723507,0.8939684936378454
14,675,997,142,-59.795738657649615,-0.18476582327295554,310.09998387616855,153.37624191723506,63.37624191723507,0.8939684936378454
14,687,978,142,-59.795738657649615,-0.18476582327295554,310.09998387616855,153.37624191723506,63.37624191723507,0.8939684936378454
14,706,943,143,-59.795738657649615,-0.18476582327295554,310.09998387616855,153.37624191723506,63.37624191723507,0.8939684936378454
14,727,912,143,-59.795738657649615,-0.18476582327295554,310.09998387616855,153.37624191723506,63.37624191723507,0.8939684936378454
14,747,879,143,-59.795738657649615,-0.18476582327295554,310.09998387616855,153.37624191723506,63.37624191723507,0.8939684936378454
14,765,849,143,-59.795738657649615,-0.18476582327295554,310.09998387616855,153.37624191723506,63.37624191723507,0.8939684936378454
14,781,818,143,-59.795738657649615,-0.18476582327295554,310.09998387616855,153.37624191723506,63.37624191723507,0.8939684936378454
